fecha,tipo_institucion,roa,roe,morosidad,tamano_activo,ratio_eficiencia_operativa,margen_financiero_neto
2023-04-01,Cajas Municipales,0.909432014675441,7.7434472938005605,5.68,37921624.26966,61.35106689546215,963591.2911100001
2023-05-01,Banca Múltiple,2.0135149424875696,16.966067460620867,4.05,330345155.705,40.67317428247317,6925705.577260001
2023-05-01,Cajas Municipales,0.8587100944148652,7.342761664242277,5.65,38259716.6352,61.37974817579512,1217044.0428900002
2023-06-01,Banca Múltiple,2.021213129804729,16.852229170085884,4.07,334555814.174,40.3565439719702,7970148.1142299995
2023-06-01,Cajas Municipales,0.801146271547256,6.87779812509341,5.68,38600518.401470006,61.665922727717145,1462104.7299000002
2023-07-01,Banca Múltiple,2.0008882628676017,16.487367529576197,4.24,337486922.3820001,40.37614781107522,9105147.74468
2023-07-01,Cajas Municipales,0.7443673069794785,6.412294874032557,5.95,38841284.35695999,61.677877480958124,1703589.4223300002
2023-08-01,Banca Múltiple,1.9809797656428576,16.149263914503607,4.3,338744856.34300005,40.35696630096923,10380039.651279997
2023-08-01,Cajas Municipales,0.6568118430955873,5.68175845165204,5.65,39243989.191719994,61.600132790737675,1932388.19262
2023-09-01,Banca Múltiple,1.9423306560916893,15.654116066394275,4.29,335028238.86399996,40.549209110384496,11439771.533669997
2023-09-01,Cajas Municipales,0.5930696096965362,5.152773709684393,5.7,39662766.131349996,61.47645471476666,2165679.0668399995
2023-10-01,Banca Múltiple,1.8727962808185734,14.952051340596487,4.38,335921722.78300005,40.653857780304534,12451751.23519
2023-10-01,Cajas Municipales,0.5292209237365696,4.6150685822868605,5.89,39810016.74774001,61.43255162418419,2417752.0894000004
2023-11-01,Banca Múltiple,1.8445145280942241,14.612582257587981,4.38,338612994.16499996,40.6623595140328,13720180.579090001
2023-11-01,Cajas Municipales,0.4772954564687294,4.17941333529646,5.92,40468751.97920999,61.35901488195513,2667355.41366
2023-12-01,Banca Múltiple,1.8144272539687158,14.290205924151614,4.3100000000000005,342628107.14599997,40.82851268516333,14911083.522639997
2023-12-01,Cajas Municipales,0.3869384078557696,3.4063778372821423,5.71,40808115.794929996,61.46062242205619,2966298.21811
2024-01-01,Banca Múltiple,1.7839410451551088,13.93678759079155,4.42,343964092.896,36.9170028599975,1083631.58585
2024-01-01,Cajas Municipales,0.3456474722079334,3.06173581469268,6.14,41056205.43558001,60.89669821077474,211670.10349
2024-02-01,Banca Múltiple,1.7724071128945025,13.770121708223995,4.43,344807313.0759999,39.00552396949659,2355423.8768599997
2024-02-01,Cajas Municipales,0.3331878154383708,2.9693332675359354,6.39,41148425.20791999,60.70003301054698,415013.82149
2024-03-01,Banca Múltiple,1.713004215998753,13.301840619413955,4.47,345433932.453,39.342064901603706,3416276.0391200003
2024-03-01,Cajas Municipales,0.2685224983516835,2.4089095331189583,6.79,41493298.77411999,60.302026252616756,642356.58728
2024-04-01,Banca Múltiple,1.707616849827334,13.275773396968516,4.46,343073349.46300006,39.448744934895146,4373104.809729999
2024-04-01,Cajas Municipales,0.25388645071397387,2.2929180521070833,6.83,41712402.186739996,59.87335446297387,888377.7495599999
2024-05-01,Banca Múltiple,1.6148031163196033,12.597579270525644,4.49,344139454.435,39.897303148226584,5610174.940120001
2024-05-01,Cajas Municipales,0.2552780331640769,2.3200360106519593,7.02,42375685.658549994,59.705502268687106,1148081.6011100002
2024-06-01,Banca Múltiple,1.6176648610517426,12.627240328641195,4.42,358067486.4789999,39.761981391335894,6857518.3385000015
